name,username,message,clusters,likes,comments,engajamento,url,time
Blog do Didi Galvão (Edvaldo Galvão),blogdodidigalvao,Mais de 840 mil foram afetadas pelas chuvas e enchentes no Rio Grande do Sul. Esse é o maior desastre ambiental da história do estado. 341 municípios foram atingidos pelas chuvas. O número de mortes subiu para 78  105 pessoas estão desaparecidas  mais de 115 mil desalojadas e 18 mil estão em abrigos.  O Aeroporto Internacional de Porto Alegre está fechado. Todas as operações estão suspensas até sexta-feira. O local foi evacuado e está sem acesso por via terrestre. Segundo a Associação Brasileira das Empresas Aéreas  as companhias Azul  Gol e Latam cancelaram os voos com origem e destino para Porto Alegre. Quem tinha passagens marcadas está sendo comunicado sobre regras mais flexíveis para remarcação  reembolso e cancelamento. Já os aeroportos de Passo Fundo  Caxias do Sul  Pelotas e Santo Ângelo estão operando  mas podem ser afetados pelas condições meteorológicas no estado.  As aulas da rede estadual voltam a partir de amanhã em nove municípios  como Uruguaiana  Osório e Erechim. Eles ficam em regiões que foram menos atingidas pelas enchentes.  Ontem  o governo do Rio Grande do Sul criou o comitê gestor da conta SOS Rio Grande do Sul.  O grupo vai cuidar das doações destinadas às vítimas das enchentes e arrecadadas pela chave pix do canal. Da última quinta-feira até domingo foram recebidos R$ 38 milhões de reais.,Enchente - Rio Grande do Sul,124,2,62,https://www.instagram.com/blogdodidigalvao,2024-05-06T05:34:26-07:00
Mídia NINJA,midianinja,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia masi em midianinja.org ou acesse o link na bio,Imprensa e redes sociais,31076,288,15538,https://www.instagram.com/wakandagossip/p/C6o6KpsJEqO/,2024-05-06T05:33:34-07:00
Diário de Suzano,diariodesuzano,ENCHENTES | Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha. 📸Ricardo Stuckert/PR Leia mais em: https://www.diariodesuzano.com.br . . . . . . #noticias #riograndedosul #enchentes #noticias24 #suzano #ds #diariodesuzano #rede #ultimasnoticias #noticiasdesuzano #noticiasdehoje,Enchente - Rio Grande do Sul,27,0,14,https://www.instagram.com/diariodesuzano,2024-05-06T05:33:02-07:00
Monica Benicio,monicaterezabenicio,A tragédia no Rio Grande do Sul é também uma tragédia política. É resultado direto de anos de devastação do meio ambiente  de “flexibilização” na fiscalização ambiental e de cortes de investimentos em serviços essenciais.   Em 2024  o orçamento do governo do estado do RS para a Defesa Civil foi de apenas 50 mil reais. Sim  apenas 50 mil para um ano inteiro  sendo que em 2023 o estado já havia sofrido com fortes chuvas e ciclones. Portanto  é um escárnio ver o governador Eduardo Leite falando que “não é hora de apontar os culpados”. Quem irá se responsabilizar pelas vidas gaúchas que poderiam ter sido salvas?  Apenas três deputadas federais do RS  entre 31 eleitos  destinaram dinheiro de emendas para a prevenção de desastres. São elas <redacted_mention>  <redacted_mention> e <redacted_mention>. Três mulheres de esquerda  importante ressaltar.   Os governos precisam estar preparados para as mudanças climáticas. O planeta está aquecendo  sofrendo com secas  queimadas e chuvas torrenciais  com elevação do nível dos mares e dos rios. Defender o meio ambiente e nossos ecossistemas não pode ser apenas discurso  precisa ser ação. Grandes fortunas precisam ser taxadas  assim como o lucro das empresas que mais poluem  e esse dinheiro ser investido nas mitigações das tragédias ambientais. Também é urgente uma transição energética  para que deixemos de ser dependentes dos combustíveis fósseis  como o petróleo.  O povo gaúcho precisa da nossa solidariedade  toda ajuda é muito importante nesse momento. Mas não podemos achar que o problema vai embora junto com as chuvas. Vamos seguir pressionando por mudanças. Não é possível ficar assistindo o modo de produção capitalista nos sucumbir e destruir o nosso planeta.   Fotos: Gustavo Ghisleni/France-Presse e Anselmo Cunha/France-Presse  #sosriograndedosul #MudançasClimáticas #savetheplanet #fridaysforfuture #PortoAlegre #MonicaBenicio,Enchente - Rio Grande do Sul,1758,38,879,https://www.instagram.com/monicaterezabenicio/p/C6oIwlfLYEC/,2024-05-06T05:32:29-07:00
Noticia no Ato,noticianoato,Amigos se unem para ajudar as vítimas das enchentes no RS Um grupo de amigos de Correia Pinto se mobilizou para arrecadar donativos às vítimas das enchentes no Rio Grande do Sul  numa grande demonstração de união  empatia e compaixão. As primeiras doações já estão sendo enviadas ao RS para aqueles que estão sofrendo com as consequências devastadoras das enchentes. Tudo começou com uma postagem de um dos integrantes do grupo  que é caminhoneiro  se prontificando a disponibilizar sua carreta para levar os donativos ao RS. Imediatamente  a onda de solidariedade atingiu o coração de pessoas de várias cidades da região  como Lages  Correia Pinto  São Cristóvão e Ponte Alta. As doações começaram a chegar  seja por meio de pix ou mantimentos. Em menos de dois dias de campanha  já foram arrecadados itens para encher quase três carretas de donativos.  O grupo de amigos faz questão de ressaltar que a iniciativa não tem nenhum cunho político ou religioso. O que eles pretendem é ajudar  de maneira voluntária  aos irmãos gaúchos que estão sofrendo muito devido às chuvas devastadoras que atingiram o estado gaúcho. Que quiser fazer as doações por meio desse grupo de amigos deve ligar para 49 9960-4995 zap. A situação no Rio Grande do Sul na manhã desta segunda-feira (6) era alarmante  com 78 pessoas mortas e 105 desaparecidos. Mais de 800 mil pessoas no estado foram afetadas pelos temporais. Esse saldo trágico já ultrapassou o total de vítimas da última grande tragédia ambiental do estado  em setembro de 2023  que vitimou 54 pessoas.,Imprensa e redes sociais,1570,32,785,https://www.instagram.com/noticianoato/reel/C6oIkuxr9Vb/,2024-05-06T05:31:14-07:00
tv jornal | SBT,tvjornalsbt,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Foto: Ricardo Stuckert / PR  #em #riograndedosul #chuvas,Imprensa e redes sociais,2994,34,1497,https://www.instagram.com/tvjornalsbt,2024-05-06T05:30:28-07:00
Canal Rural,canalrural,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia mais no nosso portal  link na bio .,Imprensa e redes sociais,2465,13,1232,https://www.instagram.com/canalrural,2024-05-06T05:23:36-07:00
Dr Carlos Eiji Koga | Nefrologista,dr.carloskoga,O desastre ambiental no Rio Grande do Sul pode trazer inúmeras complicações à saúde dessas pessoas.  Se você puder  ajude de alguma maneira  enviando alimentos ou mesmo em dinheiro.  Se não for possível  coloque essas pessoas em suas orações para que o melhor lhes aconteça e possam superar esse momento tão doloroso!  Vamos ajudar? Conto com você!    Dr. Carlos Eiji Koga  Nefrologista  CRM:133800. RQE:43576   #Nefro #nefrologia #hemodialise #doencarenal #nefrologista #nefrite #dialise #renal #rins #insuficienciarenal #medicinapreventiva  #medicinahumanizada #renalcronico #kidney #kidneydisease #kidneyhealth #nephrology,"Ajuda durante a enchente, ou desvio de ajuda",977,107,488,https://www.instagram.com/colo_de_mae/reel/C6oJkRyuYom/,2024-05-06T05:20:08-07:00
QueAgito.com,queagito,Quase 850 mil pessoas foram afetadas por chuvas no Rio Grande do Sul  Total de mortes no estado sobe para 78  Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Link na Bio!  #Queagito #chuvas #riograndedosul,Enchente - Rio Grande do Sul,18,0,9,https://www.instagram.com/midianinja/reel/C6hu_H1NZ8Y/,2024-05-06T05:07:13-07:00
PortalPE10,portalpe10,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  No boletim mais recente  também há informações sobre os serviços de infraestrutura estaduais  reunidos pelas Secretarias do Meio Ambiente e Infraestrutura  de Logística e Transportes e da Educação.  Saiba mais na reportagem completa. Link na bio.  Foto: Reprodução  Siga nosso perfil <redacted_mention> <redacted_mention>,Enchente - Rio Grande do Sul,401,3,200,https://www.instagram.com/portalpe10,2024-05-06T05:00:09-07:00
ANJOS DE CAVEIRA,anjosdecaveira,Ajude nosso Rio Grande do Sul 🙏🏻  Por baixo de nossa farda há seres humanos. #brigada #militar #cao #dog #ambiental,"Ajuda durante a enchente, ou desvio de ajuda",1441,24,720,https://www.instagram.com/anjosdecaveira,2024-05-06T04:46:26-07:00
NOTICIA DA SERRA,noticiadaserra,Subiu para 78 o número de pessoas mortas pelas fortes chuvas que atingem o Rio Grande do Sul (RS)  de acordo com o último boletim da Defesa Civil divulgado às 18h (horário de Brasília) deste domingo (5). Outros quatro óbitos ainda estão em investigação e 175 pessoas ficaram feridas. Há ainda 105 pessoas desaparecidas.   O número de óbitos superou a última catástrofe ambiental do estado  em setembro de 2023  quando 54 pessoas perderam a vida devido à passagem de um ciclone extratropical. As autoridades afirmam que este é o pior desastre climático da história gaúcha.  As chuvas também obrigaram 134.331 pessoas a abandonarem suas casas  entre 88 mil desalojados e 16 6 mil desabrigados. Ao todo  as chuvas já afetaram 850 mil pessoas no estado. Dos 497 municípios gaúchos  341 passam por algum transtorno provocado pelas fortes chuvas.  Ainda de acordo com o governo  mais de 261 mil pontos no estado seguem sem energia elétrica e 854 mil residências sem abastecimento de água.   As chuvas também provocam danos e alterações no tráfego nas rodovias estaduais gaúchas. Neste domingo (5)  são registrados 110 trechos em 61 rodovias com bloqueios totais e parciais  entre estradas e pontes.  Devido à cheia do lago Guaíba  em Porto Alegre  a prefeitura da capital pediu para os moradores racionarem água diante da interrupção do funcionamento de quatro das seis estações de tratamento.  Diversas áreas de Porto Alegre foram inundadas após o lago Guaíba  que atravessa a cidade  ter ultrapassado a cota de inundação e superado  neste sábado (4)  os cinco metros  maior nível já registrado.   Na noite de sábado  o governador Eduardo Leite  e os ministros Paulo Pimenta (Secretaria de Comunicação Social da Presidência) e Waldez Góes (Integração e Desenvolvimento Regional) afirmaram que esforços conjuntos dos governos se concentram em resgatar o maior número possível de pessoas. Até ontem  mais de 10 mil resgates tinham sido realizados.,Imprensa e redes sociais,181,2,90,https://www.instagram.com/dinheiramareal/p/C6mkeH5L1_3/,2024-05-06T04:42:57-07:00
